STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,AGG_METHOD,AGG_METHOD_LABEL,DECIMALS,DECIMALS_LABEL,DATABASE_ID,DATABASE_ID_LABEL,COMMENT_TS,UNIT_MULT,UNIT_MULT_LABEL,DATA_SOURCE,DATA_SOURCE_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,TIME_FORMAT,TIME_FORMAT_LABEL,COMMENT_OBS,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,UMC,Upper middle income,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2017,2.46,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,WLD,World,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2017,6.9,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,ALB,Albania,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2017,1.6,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,BFA,Burkina Faso,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2017,8.6,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,TCD,Chad,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2017,13.5,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CHN,China,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2017,1.9,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,COD,"Congo, Dem. Rep.",WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2017,6.4,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,FIN,Finland,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2017,1.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,GHA,Ghana,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2017,6.8,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,HTI,Haiti,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2017,3.7,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,IND,India,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2017,16.9,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,IRN,"Iran, Islamic Rep.",WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2017,4.3,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,PRK,"Korea, Dem. People's Rep.",WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2017,2.5,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,KOR,"Korea, Rep.",WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2017,0.9,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,KWT,Kuwait,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2017,2.4,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,LAO,Lao PDR,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2017,9.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,MWI,Malawi,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2017,2.6,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,MDV,Maldives,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2017,9.1,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,MLI,Mali,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2017,10.5,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,MHL,Marshall Islands,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2017,3.5,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,MAR,Morocco,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2017,2.6,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,OMN,Oman,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2017,9.3,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,PER,Peru,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2017,0.5,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,SAU,Saudi Arabia,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2017,4.6,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,SEN,Senegal,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2017,9.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,SLE,Sierra Leone,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2017,6.8,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,ZAF,South Africa,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2017,3.6,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,TJK,Tajikistan,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2017,5.6,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,TGO,Togo,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2017,5.7,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,GBR,United Kingdom,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2017,0.4,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,UZB,Uzbekistan,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2017,1.8,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,VNM,Viet Nam,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2017,5.8,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,EAS,East Asia & Pacific,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2018,3.5,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,ECS,Europe & Central Asia,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2018,1.3,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,HIC,High income,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2018,0.5,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,LCN,Latin America & Caribbean,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2018,1.44,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,LMY,Low & middle income,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2018,7.16,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,LIC,Low income,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2018,7.34,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,LMC,Lower middle income,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2018,10.18,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,MEA,Middle East and North Africa,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2018,5.18,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,MIC,Middle income,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2018,7.13,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,NAC,North America,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2018,0.25,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,SAS,South Asia,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2018,14.87,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,SSF,Sub-Saharan Africa,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2018,6.6,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,UMC,Upper middle income,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2018,2.4,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,WLD,World,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2018,6.82,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,AFG,Afghanistan,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2018,5.1,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
